

=== CLUSTER STATISTICS ===
 Cluster_ID  Size  Avg_Correlation  Avg_Raw_Score  Avg_Risk_Adj_Score  Avg_Volatility
AAPL                      0.0046                   -1.1743                    -1.4747                    -1.9457                    -0.6982                    -1.1740                     -0.4664                     -0.2082                      -1.0023                      -1.3031                      -0.6831                      -1.0491                 -0.4654                 -0.2067                  -0.8474                  -1.0638                  -0.7125                  -0.9695                     -1.4369                       -2.2757                        -0.5799                        -0.7589              -1.3577              -0.7173               -0.4727                             0.4254                            -0.1040               -3.4209              -10.6096                -8.4257                -8.0973                -2.8380                -2.4062                 -5.2437                -10.3560                  -8.2416                  -7.9894                  -3.3148                  -2.9231              0.5329              0.2230               0.2389               0.2667               0.6203               0.6701                 -3.3282                  -10.7000                    -9.8700                   -13.8400          -9.3800          -9.1300           -6.2700                         3.7000                         2.6500          -0.9124       33
NVDA                      0.0075                    1.7288                     1.1399                     0.1115                     0.4137                     0.0214                     -0.4566                     -0.1735                       0.8382                      -0.0626                       0.2175                      -0.0855                 -0.4645                 -0.2024                   0.7747                  -0.1418                   0.1607                  -0.1254                      3.4660                        2.3829                        -0.3145                        -0.4566               0.2497              -0.3424               -0.3499                             0.9816                             1.4621               10.5851               17.0463                 3.0386                -1.2318                 0.4263                -0.2448                371.3951                677.7190                   4.8328                  -1.5621                   0.5639                  -0.3083             34.0865             86.3846               1.6381               0.8259               1.0704               0.9588                 11.8805                    7.9700                    -7.2200                    -9.9200          -1.2700          -5.9000           -4.6800                         4.6500                         5.3700           0.3776       15
MSFT                      0.0062                    0.5146                     0.4538                    -0.2524                    -0.6183                    -1.1958                     -0.4659                     -0.2070                       0.1646                      -0.4011                      -0.6908                      -1.0965                 -0.4653                 -0.2066                   0.0411                  -0.3903                  -0.6550                  -1.0441                      0.3232                        0.0922                        -0.0932                        -0.6440               0.1089              -0.3296               -0.6372                            -0.4060                            -0.3343                4.1176                5.4796                 0.0303                -2.4462                -2.6036                -2.4457                 13.0064                 14.4380                   0.0474                  -3.3156                  -3.3480                  -3.0515              2.1587              2.8190               1.0053               0.6752               0.6500               0.6445                  2.1317                   -1.2100                    -5.0100                   -12.3500          -1.9800          -5.7900           -8.4000                         2.2800                         2.2500          -0.1854       34
AMZN                      0.0051                    0.2964                    -0.2006                    -0.6756                    -1.5441                    -1.2326                     -0.4663                     -0.2074                      -0.3416                      -0.6256                      -1.2550                      -1.0859                 -0.4654                 -0.2067                  -0.3680                  -0.5865                  -1.0624                  -0.9636                     -0.1410                        0.2320                        -0.9464                        -0.6201              -0.5530              -0.8868               -0.0441                             0.0331                             0.2127               -1.1004                3.4011                -2.8393                -3.8587                -5.3214                -2.5121                 -2.0043                  5.4600                  -3.5483                  -4.4789                  -5.7778                  -3.0229              0.8214              1.6879               0.6524               0.5562               0.4400               0.6721                  0.6918                   -0.6500                   -13.5300                   -12.0400          -5.3200         -10.5900           -0.7200                         3.0300                         3.2000          -0.4699       19
GOOG                      0.0049                   -0.0812                     0.3700                    -0.7518                    -1.4954                    -1.1159                     -0.4664                     -0.2077                       0.0958                      -0.6838                      -1.1912                      -0.9816                 -0.4654                 -0.2067                  -0.0244                  -0.5972                  -1.1085                  -0.9358                     -0.0455                       -0.7611                        -0.5528                        -0.4735              -0.3628              -0.8775               -0.4001                            -0.1660                            -0.1213               -2.1081               -0.1964                -0.3376                -4.1129                -5.1787                -2.3012                 -3.5496                 -0.3056                  -0.4413                  -4.7805                  -5.5033                  -2.7399              0.6838              0.9707               0.9488               0.5497               0.4162               0.6816                  0.9881                   -4.6300                    -9.6000                   -10.1400          -4.3600         -10.5100           -5.3300                         2.6900                         2.6200          -0.4488       19
GOOGL                     0.0048                   -0.1028                     0.3194                    -0.7953                    -1.5040                    -1.1296                     -0.4664                     -0.2077                       0.0563                      -0.7080                      -1.1913                      -0.9875                 -0.4654                 -0.2067                  -0.0628                  -0.6220                  -1.1171                  -0.9503                     -0.0790                       -0.8060                        -0.5799                        -0.5113              -0.3985              -0.9158               -0.4287                            -0.1309                            -0.1098               -2.5110               -0.4017                -0.5591                -4.2581                -5.2038                -2.3259                 -4.1039                 -0.6160                  -0.7219                  -4.9060                  -5.5035                  -2.7560              0.6344              0.9409               0.9157               0.5347               0.4118               0.6766                  0.8839                   -4.8100                    -9.8700                   -10.6300          -4.5400         -10.8400           -5.7000                         2.7500                         2.6400          -0.4726       19
META                      0.0048                    0.1552                    -0.4454                    -0.6189                    -0.7990                    -0.0184                     -0.4664                     -0.2076                      -0.4946                      -0.6030                      -0.7616                      -0.1288                 -0.4654                 -0.2067                  -0.4757                  -0.5330                  -0.7253                  -0.1444                     -0.2345                       -0.3270                        -1.2178                         0.1628              -0.9158              -0.4910                0.5181                             0.5659                             0.4833               -2.5540                2.0554                -3.9127                -3.6694                -3.1341                -0.3168                 -4.1612                  3.0651                  -4.6351                  -4.3619                  -3.6531                  -0.4258              0.6293              1.3862               0.5595               0.5887               0.6138               0.9523                  0.4015                   -2.8900                   -16.2400                    -1.8900          -7.1500          -7.1800            6.5600                         3.9400                         3.6700          -0.3906       11
BRK-B                     0.0282                    1.1772                     0.6844                     1.2469                     1.5635                     1.6374                      2.1471                     -0.2009                       0.3712                       1.0398                       1.8410                       1.7341                  2.1472                 -0.2060                   0.2924                   1.0599                   1.8992                   1.6964                      0.8281                        1.3498                         1.3189                         1.1778               1.2427               1.2736                1.0587                            -0.4763                            -0.4782              110.0741               11.7920                 1.0413                 2.5573                 3.8021                 2.6772             100000.0000                134.4094                   1.5151                   4.1495                   7.5563                   4.6289         100000.0000             13.9379               1.2220               1.5549               1.9666               1.5821                  3.6977                    3.8300                     9.0900                    11.2700           3.7400           8.0200           13.5600                         2.1600                         2.0000           1.0646       39
AVGO                      0.0057                    1.1529                     0.8844                     0.1272                    -0.2790                    -0.6275                     -0.4661                     -0.2061                       0.5946                      -0.0727                      -0.4154                      -0.6013                 -0.4654                 -0.2065                   0.4695                  -0.1332                  -0.4290                  -0.6774                      0.5603                        0.4690                        -1.3210                         1.3737              -0.1923              -0.8555                0.6123                             0.8001                             1.2375                2.0690               11.5601                 1.9183                -1.1794                -1.6073                -1.4181                  5.0731                 31.2435                   3.1020                  -1.6144                  -2.1618                  -1.7079              1.4520              4.9363               1.3748               0.8312               0.7665               0.7700                  2.8671                    0.3000                   -17.2700                    13.8100          -3.5000         -10.3200            7.7800                         4.3400                         4.9800          -0.1089       15
TSM                       0.0044                    0.2418                     0.5619                    -0.4179                    -0.9629                    -0.4465                     -0.4664                     -0.2074                       0.2601                      -0.4591                      -0.8854                      -0.4730                 -0.4654                 -0.2067                   0.1279                  -0.4723                  -0.8318                  -0.5096                      0.2243                       -0.0300                        -1.1587                        -0.4088              -0.6561              -1.1062               -0.4187                            -0.2655                             0.2818               -4.2017                2.8812                 0.5041                -2.9984                -3.6151                -1.0907                 -6.1146                  5.1601                   0.7259                  -3.6163                  -4.1863                  -1.3598              0.4553              1.6501               1.0801               0.6255               0.5589               0.8274                  1.8249                   -1.7000                   -15.6500                    -9.3000          -5.8400         -12.4800           -5.5700                         2.5200                         3.3200          -0.3155       19
TSLA                      0.0056                    1.0925                    -0.1987                    -0.9650                    -1.5134                    -1.7999                     -0.4662                     -0.2061                      -0.3178                      -0.7992                      -1.2449                      -1.5476                 -0.4654                 -0.2065                  -0.4091                  -0.7451                  -1.0828                  -1.2843                      2.3483                       -0.8110                        -2.1662                        -2.5961              -2.2774              -3.0136               -0.8821                             2.9547                             2.0954                1.3853               10.9847                -2.8311                -4.8243                -5.2315                -3.5379                  3.1607                 32.2555                  -3.3791                  -5.3783                  -5.7346                  -4.2755              1.2816              5.0638               0.6170               0.4600               0.4295               0.5623                  8.4136                   -4.8300                   -25.7100                   -37.6600         -14.0200         -28.9100          -11.5700                         8.0200                         6.4700          -0.9307       24
LLY                       0.0047                   -0.5765                    -1.7923                    -0.6527                     0.3220                     0.5055                     -0.4664                     -0.2080                      -1.1325                      -0.5982                       0.1336                       0.3308                 -0.4654                 -0.2067                  -0.8814                  -0.5840                   0.0733                   0.3146                     -0.7779                       -1.2153                        -0.2734                         0.4428              -0.8741               0.1057               -0.3693                            -0.0020                             0.0284               -2.8958               -4.9150                -9.8184                -3.7820                 0.1570                 0.6306                 -4.6039                 -6.1355                  -9.1669                  -4.3371                   0.2028                   0.8213              0.5898              0.4218               0.2095               0.5578               1.0254               1.1094                 -1.2839                   -6.4500                    -6.8100                     1.7400          -6.9400          -2.0400           -4.9300                         2.9700                         2.8800          -0.3768       10
WMT                       0.0055                   -0.8763                    -2.4634                    -0.8973                    -0.9073                    -0.7433                     -0.4662                     -0.2081                      -1.3253                      -0.8423                      -0.8411                      -0.7098                 -0.4654                 -0.2067                  -0.9704                  -0.6970                  -0.8207                  -0.7102                     -1.1345                       -1.3400                        -1.3560                        -0.4419              -1.4370              -0.8845                0.2911                             0.0272                            -0.1443                0.9371               -7.7702               -12.7611                -4.5984                -3.4520                -1.6275                  2.0450                 -8.3027                 -10.5364                  -5.6018                  -3.9953                  -2.0025              1.1822              0.2562               0.1328               0.4892               0.5646               0.7587                 -2.3902                   -6.9500                   -17.6200                    -9.7300          -9.7800         -10.5700            3.6200                         3.0200                         2.5800          -0.7692       12
JPM                       0.0064                   -0.0413                    -1.5822                    -1.4496                    -1.1557                    -0.1014                     -0.4658                     -0.2077                      -1.1133                      -1.1255                      -1.0207                      -0.1912                 -0.4653                 -0.2067                  -0.8386                  -0.9148                  -0.9675                  -0.2278                      0.1003                       -0.6189                        -1.1547                        -0.0223              -1.1318              -0.7754                0.1690                            -0.0196                            -0.1098                5.0888                0.1838                -8.8973                -6.4418                -4.1811                -0.4669                 18.6181                  0.4180                  -9.0300                  -7.0693                  -4.7689                  -0.5952              2.6586              1.0320               0.2464               0.3571               0.4889               0.9238                  1.4402                   -4.0600                   -15.6100                    -4.2900          -8.2400          -9.6300            2.0400                         2.9400                         2.6400          -0.5283       12
V                         0.0050                   -0.7895                    -1.9998                    -0.7378                    -0.2109                     0.7516                     -0.4663                     -0.2081                      -1.1741                      -0.6614                      -0.3181                       0.5770                 -0.4654                 -0.2067                  -0.9438                  -0.6610                  -0.3815                   0.5645                     -0.3970                       -0.5840                        -0.1523                         0.7883              -0.4183               0.1580                0.9228                            -0.3475                            -0.5358               -1.6332               -6.9437               -10.7283                -4.0663                -1.4074                 1.0755                 -2.8515                 -7.5276                  -9.4621                  -4.6645                  -1.7429                   1.4893              0.7460              0.2880               0.1557               0.5110               0.7910               1.1948                 -0.1024                   -3.9200                    -5.6000                     6.2200          -4.6400          -1.5900           11.8000                         2.3800                         1.9000          -0.2066       30
SPY                       0.0058                    0.0401                    -0.5253                    -0.9626                    -0.9109                    -0.9436                     -0.4661                     -0.2076                      -0.5689                      -0.8524                      -0.8656                      -0.8727                 -0.4654                 -0.2067                  -0.5100                  -0.6978                  -0.8037                  -0.8085                      0.0356                       -0.1747                        -0.2644                        -0.2028              -0.2359              -0.2402               -0.1198                            -0.5290                            -0.6740                2.3145                0.9592                -4.2632                -4.8165                -3.4624                -1.9896                  5.8315                  1.8358                  -5.1633                  -5.6540                  -4.1009                  -2.4443              1.5195              1.1678               0.5299               0.4888               0.5734               0.7251                  1.2394                   -2.2800                    -6.7200                    -6.6300          -3.7200          -5.0200           -1.7000                         2.0700                         1.6600          -0.3169       34
VOO                       0.0058                    0.0358                    -0.5359                    -0.9684                    -0.9105                    -0.9488                     -0.4661                     -0.2076                      -0.5760                      -0.8562                      -0.8656                      -0.8772                 -0.4653                 -0.2067                  -0.5150                  -0.7004                  -0.8019                  -0.8103                      0.0257                       -0.1747                        -0.2654                        -0.2044              -0.2399              -0.2414               -0.1198                            -0.6402                            -0.7028                2.3901                0.9182                -4.3095                -4.8357                -3.4614                -1.9990                  6.0734                  1.7658                  -5.2130                  -5.6739                  -4.1007                  -2.4566              1.5411              1.1612               0.5256               0.4871               0.5743               0.7245                  1.2087                   -2.2800                    -6.7300                    -6.6500          -3.7400          -5.0300           -1.7000                         1.8800                         1.6100          -0.3126       34
IVV                       0.0058                    0.0341                    -0.5380                    -0.9649                    -0.9121                    -0.9513                     -0.4661                     -0.2076                      -0.5793                      -0.8577                      -0.8689                      -0.8806                 -0.4653                 -0.2067                  -0.5148                  -0.6991                  -0.8047                  -0.8115                      0.0353                       -0.1648                        -0.2634                        -0.2051              -0.2359              -0.2391               -0.1206                            -0.5583                            -0.6855                2.3868                0.9019                -4.3187                -4.8239                -3.4660                -2.0036                  6.0627                  1.7279                  -5.2371                  -5.6817                  -4.1153                  -2.4657              1.5401              1.1574               0.5257               0.4879               0.5728               0.7241                  1.2387                   -2.2400                    -6.7100                    -6.6600          -3.7200          -5.0100           -1.7100                         2.0200                         1.6400          -0.3164       34
XOM                       0.0070                   -0.0420                     1.2429                     0.5844                     0.8949                     0.5426                     -0.4646                     -0.2077                       1.0589                       0.3373                       0.7205                       0.3953                 -0.4652                 -0.2067                   0.9035                   0.2391                   0.7023                   0.3483                      0.4452                        1.0529                         0.8332                         0.2561               0.9235               0.6212               -0.1399                            -0.0606                            -0.2134                8.3317                0.1772                 3.4902                 0.3462                 1.8390                 0.6976                 64.6477                  0.3232                   6.4007                   0.5099                   2.7304                   0.9962              6.7593              1.0344               1.7491               1.0570               1.3496               1.1209                  2.5101                    2.6400                     4.2400                    -0.6800           2.1300           2.4000           -1.9600                         2.8700                         2.4600           0.4282       28
MA                        0.0058                   -0.5593                    -1.8814                    -0.8481                    -0.5881                     0.0543                     -0.4661                     -0.2080                      -1.1679                      -0.7443                      -0.6227                      -0.0675                 -0.4653                 -0.2067                  -0.9008                  -0.6985                  -0.6483                  -0.0969                     -0.2512                       -0.4792                        -0.2474                         0.2885              -0.4203              -0.0208                0.4463                            -0.3065                            -0.5243                2.5698               -4.7506               -10.2089                -4.4344                -2.5149                -0.1853                  6.6656                 -6.1491                  -9.4182                  -5.0943                  -3.0548                  -0.2595              1.5938              0.4515               0.1928               0.4883               0.6534               0.9686                  0.3499                   -3.5000                    -6.5500                    -0.2600          -4.6500          -3.1300            5.6300                         2.4500                         1.9200          -0.3230       30
